epoch,val_acc,val_f1,val_precision,val_recall,val_auc,test_acc,test_f1,test_precision,test_recall,test_auc
0,78.72554950594878,43.93357137068978,0,0,0.7544336690988188,79.01324289405684,41.523189884422145,0,0,0.7556862300146319
1,79.33051018350473,45.441570093861976,0,0,0.7598381282443325,79.3685400516796,42.42352725884652,0,0,0.7623718196646567
2,77.19298245614036,46.50881940991085,0,0,0.7624262869533809,79.71576227390182,43.53707854945597,0,0,0.7668980845176917
3,76.99132889695504,44.91006392835015,0,0,0.7613503935466037,79.7642118863049,42.88648738874589,0,0,0.7634748022166948
4,76.56785642266586,44.644008104996146,0,0,0.7620398367111378,80.07913436692508,42.82871557795282,0,0,0.7624793611781698
5,76.8501714055253,43.96797854866932,0,0,0.7582330852734604,80.81395348837208,42.61052297392993,0,0,0.7605019925447453
6,76.99132889695504,44.449832422157364,0,0,0.7618168661792231,80.3375322997416,42.61533851200366,0,0,0.7655743156263236
7,77.17281710022182,45.15656007070751,0,0,0.7633318348361615,76.62306201550388,43.38191068410721,0,0,0.7677815524706504
8,77.39463601532567,46.158786948671185,0,0,0.7669221743250296,76.25968992248062,44.155419107843414,0,0,0.7700117695152467
9,77.95926598104457,47.798544865002526,0,0,0.7669194445185009,79.27971576227392,44.21586509557047,0,0,0.7699280869145251
10,77.25347852389595,47.310851728890874,0,0,0.7693451960496441,77.3094315245478,45.12911589448417,0,0,0.7737901394309739
11,77.29380923573302,47.503803167010204,0,0,0.7679265028033864,80.99160206718346,44.78993898809294,0,0,0.7702211156232857
12,77.19298245614034,47.2899260201652,0,0,0.7684681382157872,82.50161498708012,44.61527094911948,0,0,0.7685385921557546
13,78.12058882839283,48.176987699598804,0,0,0.770651649758175,81.20155038759691,44.96730459550848,0,0,0.7746924287509108
14,79.14902198023795,49.337076044499504,0,0,0.7725086493707267,76.96220930232556,45.1665740080192,0,0,0.7787894440460654
15,78.78604557370437,48.88142737751663,0,0,0.7744620923232429,81.5406976744186,45.234510813166715,0,0,0.7784176331517879
16,83.00060496067756,49.00329224703723,0,0,0.7804086522784638,81.4922480620155,45.60742831900177,0,0,0.781760736061126
17,82.37547892720305,48.745493263982695,0,0,0.7794299014867055,81.70219638242894,45.37719219700132,0,0,0.7818544374601737
18,82.25448679169187,48.78825300004083,0,0,0.782828820738461,81.66989664082688,45.45206059583476,0,0,0.7848886360300917
19,82.03266787658802,48.512624373627624,0,0,0.7814807935550436,81.79909560723513,45.464678190546906,0,0,0.7848594319108649
20,82.75862068965517,48.47957715483003,0,0,0.7813862059191299,79.78036175710594,45.38649792277816,0,0,0.782758835275998
21,84.0290381125227,49.05160832234018,0,0,0.7850951904185892,81.95251937984496,45.445720398828016,0,0,0.780886921996557
22,85.42044767090141,48.616570221961005,0,0,0.7866604577134552,81.80717054263566,45.672540802630834,0,0,0.7820408680705523
23,84.08953418027829,48.52577598359042,0,0,0.7836915046848771,80.51518087855297,46.00820756594366,0,0,0.7782970148290882
24,83.58540028231499,48.542696560098676,0,0,0.7846893814698589,81.89599483204135,45.668335442019306,0,0,0.7802400815351721
25,83.62573099415205,48.32150011183992,0,0,0.7813360147931174,82.60658914728681,45.10868321664137,0,0,0.7768240509762648
26,84.1096995361968,49.02953896859578,0,0,0.7848337155945528,82.2593669250646,45.59647646374645,0,0,0.7802608740566463
27,84.61383343416011,48.6849211631434,0,0,0.7807258345774551,81.71834625322998,45.58236429664886,0,0,0.7741986500965582
28,84.33151845130067,50.065080773941595,0,0,0.7873428521269712,82.42086563307492,46.622978504713934,0,0,0.7813707047094848
29,84.7953216374269,49.38476329385522,0,0,0.7865500307879881,80.7170542635659,45.81721550078468,0,0,0.780505888682942
30,85.03730590844928,48.84036184857491,0,0,0.7866651997127924,83.20413436692508,45.7831592146133,0,0,0.7799495146154035
31,83.70639241782618,49.15391424247901,0,0,0.7840161341507582,81.93636950904391,45.40765476620581,0,0,0.7781215416996985
32,85.5616051623311,49.312133909294474,0,0,0.7904075314934785,82.63081395348837,46.74863527665096,0,0,0.7851127875697712
33,84.7348255696713,49.76029479969259,0,0,0.7925967416311521,82.56621447028424,46.374383118695356,0,0,0.7853381064913424
34,86.00524299253881,49.46267158291788,0,0,0.7902435846892927,82.82461240310077,46.28928317043455,0,0,0.78705029391323
35,84.87598306110102,48.53144995442145,0,0,0.7870217087882893,82.18669250645993,45.87094103468096,0,0,0.7827719312048181
36,84.39201451905626,48.515635908788745,0,0,0.7848288534951011,83.43023255813954,45.922207087192255,0,0,0.7817650979948572
37,88.86872353297036,48.45671892356409,0,0,0.782612473203417,84.42344961240309,46.172791959106604,0,0,0.782352065336975
38,88.36458963500706,47.97048812082959,0,0,0.7809134909551455,82.84883720930232,45.79650327823099,0,0,0.7799352204640184
39,84.33151845130067,48.379835186290784,0,0,0.7843847725260272,80.16795865633077,46.105042832185994,0,0,0.7812899059949748
40,84.83565234926397,48.10037779463014,0,0,0.7828346304127458,82.66311369509043,46.08367115383663,0,0,0.7792737934601095
41,83.66606170598911,47.99640203155476,0,0,0.7834590347268827,82.70348837209302,45.90237974572816,0,0,0.7802914197998828
42,84.51300665456745,47.67333390628497,0,0,0.7804526520594794,83.62403100775194,46.206234230488,0,0,0.7773896762488737
43,84.35168380721922,48.12771747093808,0,0,0.7833153366244218,83.01841085271319,45.78581021184953,0,0,0.78008090779816
44,84.49284129864891,48.145400221681385,0,0,0.7863490922087735,83.2283591731266,46.19793261499043,0,0,0.7843316986200612
45,84.69449485783424,47.64543112672217,0,0,0.7813461204411771,81.12080103359172,45.344088093075534,0,0,0.7773178826602046
46,84.89614841701956,47.55087724730462,0,0,0.7840947397585945,83.15568475452196,45.26572489677471,0,0,0.7810572407210057
47,84.61383343416011,47.845460752845376,0,0,0.7876293835312038,83.86627906976743,45.68310634479784,0,0,0.7829746198639813
48,83.8475499092559,47.627777975334794,0,0,0.7849826706389996,83.22835917312662,45.54122751592711,0,0,0.7812179168011907
49,83.98870740068563,47.07077584806871,0,0,0.7856276456731224,84.24580103359173,46.561328522803954,0,0,0.7781878332457732
50,83.10143174027021,47.77207990534892,0,0,0.7906881651474449,84.64147286821705,46.63966984043377,0,0,0.7830519509821514
51,85.60193587416816,48.133232306607084,0,0,0.7883267740526944,83.43023255813954,46.412517111258275,0,0,0.784378544945966
52,81.81084896148417,47.2863334783498,0,0,0.7894498163787071,82.83268733850129,46.95035471536585,0,0,0.7820520324693659
53,85.2389594676346,47.96717453454508,0,0,0.7880842472807085,82.46931524547806,46.8929879572134,0,0,0.7848323822338817
54,86.61020367009479,47.794783177530995,0,0,0.7890714603714085,82.38049095607236,46.72066828209062,0,0,0.7868693647146563
55,84.15003024803389,47.20229737189931,0,0,0.7902930699172898,82.14631782945736,46.69485061179485,0,0,0.7851884771098852
56,83.56523492639644,46.362521530967584,0,0,0.7822632501012237,81.75872093023256,46.19783697797806,0,0,0.7748549347871639
