epoch,val_acc,val_f1,val_precision,val_recall,val_auc,test_acc,test_f1,test_precision,test_recall,test_auc
0,90.9932088285229,28.498467814516786,0,0,0.7589556125933145,86.18591934381408,27.14713589511466,0,0,0.7476667041827515
1,90.54046406338426,31.079076911431528,0,0,0.7885985049035888,88.96673501936661,29.631701625525647,0,0,0.7765632527795614
2,91.54357668364459,33.79975447263199,0,0,0.7997279889864712,90.0187969924812,32.643200855123155,0,0,0.7921736259065773
3,90.57583474816073,34.671653163392556,0,0,0.8128095448747296,91.76805650489862,33.151199081869734,0,0,0.8043998362825334
4,92.53820033955857,36.15707585056914,0,0,0.8247790553779083,91.99931647300069,34.65640400568135,0,0,0.8166089396463312
5,92.80701754385964,38.00522869721626,0,0,0.8317879069224712,94.51127819548873,35.290549422189905,0,0,0.83330569901239
6,91.66100735710243,37.82950962388151,0,0,0.8322518259845921,92.67714741398954,35.45435099253169,0,0,0.8271237968221679
7,92.10243350311262,39.03167165288617,0,0,0.8376479115361883,94.53007518796991,36.247095701880504,0,0,0.8369077265284126
8,92.160441426146,38.35077070569144,0,0,0.8449777154546533,94.61323763955342,35.897274916995116,0,0,0.8458424724129958
9,91.74731182795698,38.01022933287973,0,0,0.8366610628952399,94.69867851446797,36.055296300859766,0,0,0.8404861698680919
10,92.40237691001695,39.40860832562171,0,0,0.8491999532411544,94.79949874686716,37.68308961743125,0,0,0.8502062722846375
11,92.04301075268818,39.15938951251511,0,0,0.8502311260885447,94.93848257006151,37.405999346705634,0,0,0.8542320317254106
12,91.86474250141481,39.17988629188758,0,0,0.84127140901326,94.51868307131465,37.34420124270865,0,0,0.8496115776130307
13,92.40379173740806,39.11261844451574,0,0,0.849253083045442,95.18227386648438,36.9488107541767,0,0,0.8475243556447879
14,92.49858517260894,39.54235452084483,0,0,0.8465141055367946,95.29619503303714,37.228491148610885,0,0,0.8492239638309882
15,92.21420486700622,38.92657251637528,0,0,0.8431366458150698,95.55593529277739,37.761452504671276,0,0,0.8438342337977516
16,92.12790039615166,39.42222335617008,0,0,0.853465064999642,96.06117566643883,38.46393773253639,0,0,0.8559404990640814
17,92.330220713073,39.95292309961469,0,0,0.852320429231072,95.90966051492367,38.00000407052105,0,0,0.8493392426057341
18,92.56366723259761,38.96069949829516,0,0,0.8547504310188396,95.67213488266118,37.760995072943615,0,0,0.8539732674066476
19,92.74617996604412,39.99541698745602,0,0,0.8495850310972155,95.0563909774436,37.66128357451205,0,0,0.8498372671152644
20,92.85936615732881,38.9672619686292,0,0,0.8514764326925894,95.32239690134429,37.519951573466386,0,0,0.8472011355335358
21,92.78579513299377,40.46300230903621,0,0,0.8581597150232507,96.05434039644564,39.03815003378396,0,0,0.8583872043590092
22,93.01075268817205,39.08529624750858,0,0,0.8551824367555119,96.06231487810436,38.43768213325884,0,0,0.8619998979475674
23,92.49434069043578,39.40063150328281,0,0,0.8533056232124513,95.61745272271587,38.52289400847146,0,0,0.857588388685666
24,92.69100169779286,39.71581731668784,0,0,0.8546384554716319,95.89883800410115,39.86493787628407,0,0,0.8610859158847234
25,92.451895868704,39.174100581514985,0,0,0.8542704999548658,95.62143996354524,39.82307292561576,0,0,0.8578292345461537
26,92.34153933220146,40.72316094998611,0,0,0.859011798444029,96.1147186147186,38.85982667333179,0,0,0.8669788519375683
27,92.89756649688738,40.425597363877394,0,0,0.8665867085126583,96.089655958077,38.72361424270131,0,0,0.8694781050141179
28,92.57640067911714,40.06821658197382,0,0,0.8634396837272609,96.22408293460924,38.8246836604035,0,0,0.8669436632214026
29,93.18619128466327,40.63880986132303,0,0,0.8618524468156791,96.38414217361587,38.724079327801086,0,0,0.8622552682629694
30,93.07866440294285,39.64649463211089,0,0,0.8616075290271678,96.25541125541125,38.093855747448856,0,0,0.8612750277139646
31,93.20033955857384,39.9953645984963,0,0,0.8642945198751919,95.91421736158578,38.046774694569116,0,0,0.864178177545462
32,92.70656479909452,39.496731369207545,0,0,0.8597014606164484,95.75244930508087,37.92941587288493,0,0,0.8621501070146144
33,93.0631013016412,39.816338094345305,0,0,0.864844856676316,95.5918204602415,38.45553989910633,0,0,0.857926765439835
34,92.95698924731182,39.94446539942051,0,0,0.8642006565985874,95.59751651856917,38.320943351522565,0,0,0.8637239866047741
35,92.80701754385966,40.47607230917997,0,0,0.8678102738675737,96.00877192982458,38.33146132547668,0,0,0.8684921685955175
36,92.37691001697792,40.1861068462559,0,0,0.8611872138603588,95.31670084301663,38.36370968993389,0,0,0.8653398637731581
37,93.05461233729484,39.88434589010897,0,0,0.8635166100478138,95.59466848940532,38.68693963873168,0,0,0.8700486578232471
38,92.63157894736841,40.658760080744194,0,0,0.861943680534659,96.29642287537024,38.514494239357525,0,0,0.8609835032346591
39,92.75325410299943,41.70855518890212,0,0,0.8622757702455367,95.82080200501254,39.3937703618261,0,0,0.8630527589353726
40,92.88200339558574,41.18556767434747,0,0,0.8654756968166507,95.76498063340168,38.58679807596748,0,0,0.8678608625222095
41,92.97255234861346,40.7458911294542,0,0,0.8644445878359324,96.28787878787878,39.06340596538357,0,0,0.8654313039756818
42,93.05461233729484,40.327547277739974,0,0,0.8685398610195798,95.99282296650718,39.04297526111585,0,0,0.8696058727622823
43,92.86926994906621,40.97399823487911,0,0,0.865960184053538,96.18534973798133,39.222137611325714,0,0,0.8669078901190462
44,92.8834182229768,40.60255471847409,0,0,0.8682122435871208,96.15686944634312,39.2559022024053,0,0,0.8679529861495872
45,92.91171477079796,40.31797704991277,0,0,0.8687613294721783,96.04123946229208,38.599269509637665,0,0,0.8714312424261003
46,93.56395019807583,40.92138630208172,0,0,0.8723826553167593,95.69605832763729,38.65134011031203,0,0,0.8749726149363831
