epoch,val_acc,val_f1,val_precision,val_recall,val_auc,test_acc,test_f1,test_precision,test_recall,test_auc
0,83.1190476190476,45.53812077428764,0,0,0.7814280213016728,92.52065459167461,43.140207833946334,0,0,0.7747930773184714
1,95.95238095238096,51.865164820633105,0,0,0.9090842141182142,95.36066094693359,44.22187858797656,0,0,0.8731412312049834
2,96.7936507936508,48.56581836359327,0,0,0.8943192577169435,94.82046393390532,43.48276517553388,0,0,0.8712760646370178
3,95.05952380952381,50.93865351243871,0,0,0.9007870322585418,96.7190975532253,47.15069824472186,0,0,0.8644928461942203
4,97.21428571428572,50.19938521247463,0,0,0.9102461202392088,96.62376866857325,46.34266208710491,0,0,0.880264061831249
5,96.03174603174602,51.75811315911989,0,0,0.916032206460665,96.91372735938991,49.44667751043179,0,0,0.847832153447881
6,97.37698412698411,52.627692481130026,0,0,0.9391738363395813,97.08452494439149,48.33411283985624,0,0,0.903390955145371
7,97.01984126984127,59.792372528944945,0,0,0.9405447801677802,97.32681919288211,50.62907165994334,0,0,0.8843579354481009
8,96.78968253968254,52.09660081741942,0,0,0.911993174014177,97.21957419764856,48.464391468501056,0,0,0.8923242659383663
9,97.05555555555556,50.17428327073884,0,0,0.9420350642133702,97.25929456625359,48.44109226622752,0,0,0.899314006993574
10,96.47619047619048,52.70052539308812,0,0,0.9309204701934908,95.88894184938034,47.8665988166704,0,0,0.8873779626487792
11,97.40873015873017,57.31666486199205,0,0,0.944365312017576,96.92167143311089,49.45534305707997,0,0,0.86677329862261
12,94.09920634920637,55.952799914697465,0,0,0.9029331992134124,96.85414680648235,50.49836843608747,0,0,0.8440018697494563
13,97.38492063492065,55.944958716235256,0,0,0.9386818355059341,95.90085795996185,50.76565245943306,0,0,0.9071349278752118
14,97.36507936507935,53.68037667853758,0,0,0.9426072305380074,95.66650778519222,52.55664291402155,0,0,0.8898210733205835
15,97.31349206349206,56.23051971387224,0,0,0.9412328732505614,97.5333651096282,52.03311169351148,0,0,0.8835537479047003
16,96.34523809523812,51.45028403242544,0,0,0.9261956920650999,96.10740387670798,48.83363288085556,0,0,0.8802258749601534
17,97.13492063492065,58.16748133962876,0,0,0.9492529688579349,97.5135049253257,51.12290035442092,0,0,0.8942407016708925
18,97.67063492063492,55.86278055338298,0,0,0.9416601903696772,96.73101366380679,46.0682766379965,0,0,0.8666086639878525
19,95.88888888888887,53.43109745277309,0,0,0.9200530853497185,97.7041626946298,54.23416838008032,0,0,0.8746434752102029
20,97.67063492063492,51.82227493799346,0,0,0.9154352859505255,97.53336510962822,53.05826383583192,0,0,0.8719889612831216
21,97.72222222222223,58.21879884130589,0,0,0.9454083648774944,97.15602160788053,50.02338293721713,0,0,0.9109812554846282
22,97.71031746031747,55.92227394158391,0,0,0.9416010672776767,97.44200826183668,52.60503270334405,0,0,0.9078297147921196
23,97.49603174603175,51.58508248075358,0,0,0.9232433041440514,97.21163012392753,48.96491380135259,0,0,0.9062770802102517
24,97.58730158730158,57.88628929403462,0,0,0.9455759753753554,97.38242770892913,52.65082413591683,0,0,0.9089798704165989
25,96.93650793650795,55.55367767151095,0,0,0.9492914133210902,97.5452812202097,53.43549803567603,0,0,0.9096780287294083
26,97.60714285714285,54.60316299768855,0,0,0.9429893704697364,97.4817286304417,51.96421904132657,0,0,0.8911056834311064
27,96.85714285714288,54.43372631893075,0,0,0.908268951292492,97.16396568160151,53.00415078009229,0,0,0.8507882440404019
28,97.17857142857143,50.66588050889667,0,0,0.9222091621278761,97.8789323164919,51.9336317966245,0,0,0.8930108140442607
29,97.6388888888889,55.3267116434655,0,0,0.9365904909385109,97.50953288846522,51.46576067188888,0,0,0.8797704489232644
30,97.66269841269842,60.154668158689844,0,0,0.9443561633555323,97.4817286304417,49.85325468677451,0,0,0.9136008764559259
31,97.63492063492065,56.30706381499729,0,0,0.9499226568589747,97.14013346043852,52.212222122505636,0,0,0.8982699901317327
32,97.46031746031747,56.796690050791256,0,0,0.9447512564897304,96.78662217985381,53.387271940111056,0,0,0.9097249900265121
33,97.47222222222223,55.587662941915134,0,0,0.9411985349629433,97.77168732125836,50.706669531482554,0,0,0.9053952597229985
34,97.59920634920634,55.11779329135163,0,0,0.9426956553923168,97.73991102637433,51.21299573903766,0,0,0.8986364175968865
35,97.21428571428572,54.94357711592653,0,0,0.9473246925496807,96.84223069590085,52.2330706091746,0,0,0.9039873813856808
36,96.84920634920634,51.737052113384756,0,0,0.9427155472654701,96.88989513822689,53.288636385747175,0,0,0.8972511862316169
37,96.43253968253968,51.000247014748965,0,0,0.9360309934447938,97.41023196695265,53.75281168107296,0,0,0.8967206775896175
38,97.37698412698411,54.878472869769986,0,0,0.9464137056043408,97.21957419764856,52.81458707709394,0,0,0.8943225405299478
39,97.67063492063492,54.83603943686182,0,0,0.9288980251200066,95.73403241182079,49.291176935617365,0,0,0.8828905472816652
40,98.02777777777779,58.76894036154954,0,0,0.9484638864156271,96.26628535112808,52.04297822094605,0,0,0.8967373832033437
41,97.48015873015873,52.542814563414005,0,0,0.9271100447004493,96.55624404194471,51.24619439564142,0,0,0.9063571905332536
42,97.1031746031746,48.92852052992223,0,0,0.9287151090722597,96.87400699078485,49.47705393246261,0,0,0.8870493044468976
43,97.62698412698414,55.054953628829615,0,0,0.9422730468663754,96.98522402287892,49.00349927030515,0,0,0.9039086901109941
